geneSet,description,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,logFDR
R-HSA-5663205,Infectious disease,357,71,11.36543909,6.247008973,0,0,11224;130340;23521;25873;293;3841;5903;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;6875;7852;79720;8731;902;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;CXCR4;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;VPS37B;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;TAF4B;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;KPNA5;RPS11;AP1S3;RNMT;RANBP2;SLC25A6;CCNH,BladderCancer,14.13122424
R-HSA-71291,Metabolism of amino acids and derivatives,264,63,8.404694456,7.495810863,0,0,11224;1491;23521;25873;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;CTH;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11,BladderCancer,14.13122424
R-HSA-72766,Translation,241,69,7.672467287,8.993195724,0,0,11224;1915;1933;1937;1968;1975;23521;25873;26986;3646;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;EEF1A1;RPL36A;RPL9;RPS14;EEF1G;RPS29;RPL31;RPL12;RPS10;EEF1B2;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;EIF3E;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;EIF4B;EIF2S3,BladderCancer,14.13122424
R-HSA-376176,Signaling by ROBO receptors,206,65,6.558208553,9.911243212,0,0,11224;23521;25873;26019;26986;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;7852;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;CXCR4;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;UPF2,BladderCancer,14.13122424
R-HSA-72312,rRNA processing,170,64,5.412113854,11.82532403,0,0,11224;23521;25873;51202;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9188;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;DDX21;RPS4X;RPS11;DDX47,BladderCancer,14.13122424
R-HSA-8868773,rRNA processing in the nucleus and cytosol,165,64,5.252934035,12.18366718,0,0,11224;23521;25873;51202;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9188;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;DDX21;RPS4X;RPS11;DDX47,BladderCancer,14.13122424
R-HSA-9010553,Regulation of expression of SLITs and ROBOs,162,64,5.157426143,12.40929065,0,0,11224;23521;25873;26019;26986;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;UPF2,BladderCancer,14.13122424
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,158,64,5.030082288,12.7234499,0,0,11224;23521;25873;51202;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9188;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;DDX21;RPS4X;RPS11;DDX47,BladderCancer,14.13122424
R-HSA-168254,Influenza Infection,148,65,4.711722649,13.79537907,0,0,11224;23521;25873;293;3841;5903;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;KPNA5;RPS11;RANBP2;SLC25A6,BladderCancer,14.13122424
R-HSA-168255,Influenza Life Cycle,138,63,4.393363011,14.33981209,0,0,11224;23521;25873;5903;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;RANBP2,BladderCancer,14.13122424
R-HSA-168273,Influenza Viral RNA Transcription and Replication,128,63,4.075003372,15.4601099,0,0,11224;23521;25873;5903;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;RANBP2,BladderCancer,14.13122424
R-HSA-72613,Eukaryotic Translation Initiation,116,66,3.692971806,17.87178551,0,0,11224;1968;1975;23521;25873;26986;3646;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;EIF3E;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;EIF4B;EIF2S3,BladderCancer,14.13122424
R-HSA-72737,Cap-dependent Translation Initiation,116,66,3.692971806,17.87178551,0,0,11224;1968;1975;23521;25873;26986;3646;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;EIF3E;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;EIF4B;EIF2S3,BladderCancer,14.13122424
R-HSA-927802,Nonsense-Mediated Decay (NMD),110,64,3.501956023,18.27550077,0,0,11224;23521;25873;26019;26986;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;UPF2,BladderCancer,14.13122424
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),110,64,3.501956023,18.27550077,0,0,11224;23521;25873;26019;26986;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;UPF2,BladderCancer,14.13122424
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,109,65,3.470120059,18.73134038,0,0,11224;1968;1975;23521;25873;3646;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;EIF3E;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;EIF4B;EIF2S3,BladderCancer,14.13122424
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,108,62,3.438284096,18.03225047,0,0,11224;23521;25873;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11,BladderCancer,14.13122424
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,108,66,3.438284096,19.19562147,0,0,11224;1968;1975;23521;25873;26986;3646;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;EIF3E;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11;EIF4B;EIF2S3,BladderCancer,14.13122424
R-HSA-2408522,Selenoamino acid metabolism,105,63,3.342776204,18.84661017,0,0,11224;1491;23521;25873;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;CTH;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11,BladderCancer,14.13122424
R-HSA-72689,Formation of a pool of free 40S subunits,98,63,3.119924457,20.19279661,0,0,11224;23521;25873;3646;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;EIF3E;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11,BladderCancer,14.13122424
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),92,63,2.928908674,21.50971813,0,0,11224;23521;25873;26986;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;PABPC1;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11,BladderCancer,14.13122424
R-HSA-156842,Eukaryotic Translation Elongation,90,65,2.865236746,22.68573446,0,0,11224;1915;1933;1937;23521;25873;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;EEF1A1;RPL36A;RPL9;RPS14;EEF1G;RPS29;RPL31;RPL12;RPS10;EEF1B2;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11,BladderCancer,14.13122424
R-HSA-72764,Eukaryotic Translation Termination,89,62,2.833400782,21.88183203,0,0,11224;23521;25873;6122;6125;6128;6129;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6154;6155;6156;6157;6160;6161;6164;6165;6167;6168;6169;6170;6171;6173;6181;6187;6189;6191;6192;6193;6194;6201;6202;6204;6205;6206;6207;6208;6209;6210;6222;6223;6224;6227;6228;6230;6231;6232;6233;6234;6235;9349,RPL34;RPL21;RPS27;RPL39;RPS8;RPL13A;RPL41;RPL13;RPS6;RPL3;RPS23;RPS18;RPS27A;RPL32;RPLP2;RPS28;RPS3A;RPL35A;RPL23A;RPS25;RPS5;RPL11;RPL17;RPL7;RPS13;RPL26;RPS2;RPL10;RPL27A;RPL36A;RPL9;RPS14;RPS29;RPL31;RPL12;RPS10;RPL19;RPL38;RPL36;RPL37;RPL30;RPL18A;RPL6;RPL15;RPS26;RPS12;RPS20;RPS15;RPS15A;RPS19;RPL5;RPL18;RPL35;RPL37A;RPS7;RPL27;RPS21;RPL22;RPS4Y1;RPL23;RPS4X;RPS11,BladderCancer,14.13122424
